"SiteCode";"la_id";"Classification";"os_grid_x";"os_grid_y";"Latitude";"Longitude";"OpeningDate";"ClosingDate"
"KX4";6;"Industrial";529831;183250;51.533238;-0.129594;2009-07-01 01:00:00;
"PT8";500;"Industrial";277403;188724;51.5839704131898;-3.77086454235324;2006-12-16 00:15:00;2007-08-29 11:30:00
"PT9";500;"Industrial";278963;186844;51.5674121293368;-3.74771166999581;2007-01-18 11:45:00;2007-10-02 10:15:00
"DE1";250;"Urban Background";0;0;49.7667866669653;-7.55715939721731;2009-02-25 00:00:00;2010-04-01 11:00:00
"DE2";250;"Roadside";0;0;49.7667866669653;-7.55715939721731;2009-02-25 00:00:00;2010-04-01 11:00:00
"CS7";652;"Urban Background";436349;370657;53.2316806698128;-1.45692213955311;2008-03-11 00:00:00;
"RG4";40;"Kerbside";525333;150249;51.237666;-0.206011;2009-03-26 00:00:00;2013-01-11 00:00:00
"GB0";3;"Roadside";544997;175098;51.4563;0.085606;2009-03-16 00:00:00;
"SU6";200;"Urban Background";485805;104969;50.8378750219026;-0.782804047114192;2009-03-20 00:00:00;2010-12-10 00:00:00
"ES1";180;"Roadside";445480;118228;50.9616638092684;-1.35377831536391;2015-10-15 01:00:00;
"PL1";652;"Kerbside";241600;559400;54.9040933693222;-4.47204453390802;2008-07-30 01:00:00;
"BG2";1;"Suburban";548043;183320;51.529389;0.132857;1999-10-17 01:00:00;
"PL0";652;"Urban Background";247742;54610;50.3716130949787;-4.14245044042304;1997-09-29 01:00:00;
"JA2";506;"Kerbside";0;0;49.7667866669653;-7.55715939721731;2013-12-01 00:00:00;
"PR0";652;"Urban Background";355248;430143;53.7656670809042;-2.68037793439369;2000-06-06 01:00:00;
"WA7";32;"Kerbside";524036;175336;51.463429;-0.215871;2009-07-09 01:00:00;
"NM2";25;"Roadside";538661;183969;51.537598;-0.002138;1998-08-18 01:00:00;2013-04-01 01:00:00
"HO4";208;"Roadside";508991;114249;50.9173964953363;-0.450878024184572;2009-07-30 01:00:00;
"LW4";23;"Roadside";537911;175838;51.4646910611736;-0.0160682432041527;2012-07-10 01:00:00;
"XN6";500;"Roadside";0;0;49.7667866669653;-7.55715939721731;2014-07-18 01:00:00;2017-04-07 01:00:00
"UT4";236;"Rural";552346;224049;51.8941453712101;0.21259369077346;2010-02-09 00:00:00;
"XP4";500;"Urban Background";529802;178962;51.494681;-0.131587057244986;2010-01-13 00:00:00;2010-03-01 00:00:00
"XP5";500;"Urban Background";524046;181750;51.5210285541484;-0.213478437186416;2010-01-13 00:00:00;2010-03-01 00:00:00
"XP6";500;"Urban Background";511677;180071;51.508549;-0.392179;2010-01-13 00:00:00;2010-03-01 00:00:00
"CC1";229;"Roadside";595094;225099;51.8902645330155;0.833701036844169;2006-01-01 00:00:00;
"BA1";226;"Roadside";569900;189500;51.5787292983549;0.45060774010083;2007-01-01 00:00:00;
"BE4";652;"Urban Background";146231;529911;54.6004060367713;-5.93056356781934;2005-05-28 01:00:00;
"HX6";652;"Roadside";411855;290590;52.513041616852;-1.8267446761489;2009-02-12 00:00:00;
"KSS";500;"Urban Background";530810;180912;51.5119733233648;-0.11635267927536;2008-01-01 00:00:00;
"DM2";650;"Urban Background";140795;523808;54.5429354533189;-6.00911938425979;2012-07-25 01:00:00;2019-11-13 00:00:00
"JA3";506;"Kerbside";0;0;49.7667866669653;-7.55715939721731;2013-12-01 00:00:00;
"JA4";506;"Kerbside";0;0;49.7667866669653;-7.55715939721731;2013-12-01 00:00:00;
"JA5";506;"Kerbside";0;0;49.7667866669653;-7.55715939721731;2013-12-01 00:00:00;
"XD1";500;"Suburban";515115;170778;51.4243043441456;-0.345714576446947;2014-02-20 00:00:00;
"XL6";500;"Urban Background";532101;178832;51.4929813788003;-0.0985378910481832;2015-04-13 01:00:00;
"HFX";500;"Roadside";;;51.504366;-0.08257;2015-10-01 01:00:00;2017-05-16 01:00:00
"KSR";500;"Urban Background";530810;180912;51.5119733233648;-0.11635267927536;2009-01-01 00:00:00;
"MOY";500;"Rural";602500;251400;52.1237754286308;0.956707460322988;1989-01-01 00:00:00;1999-12-31 23:00:00
"MOZ";500;"Rural";336400;952200;58.4533791134655;-3.09148639139061;1989-01-01 00:00:00;1999-12-31 23:00:00
"MO3";500;"Rural";504200;302600;52.6111615998823;-0.462553613301965;1989-01-01 00:00:00;1999-12-31 23:00:00
"MO4";500;"Rural";389800;382400;53.3383703590499;-2.15464673960129;1989-01-01 00:00:00;1999-12-31 23:00:00
"MO5";500;"Rural";354900;123100;51.0054829596309;-2.64416286289068;1989-01-01 00:00:00;1999-12-31 23:00:00
"MO6";500;"Rural";381400;384400;53.3561169258243;-2.28091550649131;1989-01-01 00:00:00;1999-12-31 23:00:00
"VVR";500;"Kerbside";528678;182166;51.5237317623683;-0.146601055558886;2007-01-01 00:00:00;
"TK4";34;"Roadside";563900;176282;51.4617571252861;0.357953197319231;2010-01-01 00:00:00;2019-12-03 00:00:00
"XT3";500;"Urban Background";529221;181920;51.5213971850178;-0.138868707289094;2011-10-19 01:00:00;2013-02-11 00:00:00
"NK9";500;"Urban Background";524045;181752;51.5210467476039;-0.213492139585065;2012-10-04 01:00:00;2019-02-19 00:00:00
"XN3";500;"Urban Background";100000;100000;50.7219499093979;-6.25202012130081;2014-01-01 00:00:00;2017-08-17 01:00:00
"XB2";500;"Roadside";520866;185169;51.5524446258665;-0.258117055902041;2015-05-18 01:00:00;
"ARS";500;"Rural";0;0;49.7667866669653;-7.55715939721731;2011-01-01 00:00:00;
"EI7";9;"Urban Background";511677;180071;51.5085164816243;-0.392208459173292;2011-12-28 11:00:00;2016-01-26 00:00:00
"AM1";650;"Urban Background";322050;656250;55.7931967414314;-3.24478170746499;2012-03-21 00:00:00;2019-11-05 00:00:00
"ST8";29;"Industrial";529781;166597;51.3835652277943;-0.1364178614733;2012-04-04 01:00:00;
"CO2";500;"Roadside";528125;182016;51.5225093597419;-0.154622154656843;2010-01-01 00:00:00;
"BM3";650;"Urban Background";127317;560150;54.8615570906125;-6.25087210852272;2012-10-31 00:00:00;2019-11-14 00:00:00
"GF5";500;"Kerbside";0;0;49.7667866669653;-7.55715939721731;2012-06-01 01:00:00;
"XK5";500;"Urban Background";524045;181752;51.5210467476039;-0.213492139585065;2012-01-01 00:00:00;
"MR8";0;"Kerbside";528125;182016;51.5225093597419;-0.154622154656843;2012-01-11 00:00:00;
"JOX";506;"Roadside";0;0;49.7667866669653;-7.55715939721731;2012-01-10 00:00:00;
"SM3";200;"Roadside";578557;112072;50.8805279945598;0.53686124499086;2014-03-19 00:00:00;2015-09-08 01:00:00
"ME6";24;"Industrial";;;;;2014-12-02 00:00:00;
"LO6";508;"Industrial";530253;183117;51.5319172815527;-0.123560341079168;2018-08-23 01:00:00;2018-08-23 01:00:00
"MON";500;"Rural";132900;651200;55.680511734571;-6.25054339380579;1989-01-01 00:00:00;1999-12-31 23:00:00
"MOO";500;"Rural";236900;627600;55.514799323278;-4.58466058285262;1989-01-01 00:00:00;1999-12-31 23:00:00
"MOP";500;"Rural";227900;468600;54.0844309535668;-4.63252608428878;1989-01-01 00:00:00;1999-12-31 23:00:00
"MOQ";500;"Rural";355200;322100;52.7945629101084;-2.66583312047538;1989-01-01 00:00:00;1999-12-31 23:00:00
"MOR";500;"Rural";170500;824800;57.2560576909439;-5.80676655647443;1989-01-01 00:00:00;1999-12-31 23:00:00
"MOS";500;"Rural";299800;168300;51.4048198045572;-3.44192093000535;1989-01-01 00:00:00;1999-12-31 23:00:00
"MOT";500;"Rural";146400;933000;58.2125174214165;-6.31935191924762;1989-01-01 00:00:00;1999-12-31 23:00:00
"MOU";500;"Rural";476000;102200;50.8143481555144;-0.922595371435363;1989-01-01 00:00:00;1999-12-31 23:00:00
"MOV";500;"Rural";99700;744800;56.4990896299157;-6.88180408110517;1989-01-01 00:00:00;1999-12-31 23:00:00
"MOW";500;"Rural";230800;375800;53.2521297848223;-4.53763816822523;1989-01-01 00:00:00;1999-12-31 23:00:00
"MOX";500;"Rural";498700;365200;53.1747333780518;-0.524773081011849;1989-01-01 00:00:00;1999-12-31 23:00:00
"RHC";503;"Industrial";515274;173535;51.449051333243;-0.34253210361487;2012-01-04 00:00:00;2016-05-24 01:00:00
"XN4";500;"Urban Background";100000;100000;50.7219499093979;-6.25202012130081;2014-01-01 00:00:00;2017-04-05 01:00:00
"SM2";200;"Urban Background";544789;102083;50.8002021409387;0.0532649476136664;2012-12-20 00:00:00;2013-03-25 00:00:00
"LM1";652;"Roadside";431271;266404;52.2948514082182;-1.54290518932891;2012-10-04 01:00:00;
"XK3";500;"Urban Background";524045;181752;51.5210467476039;-0.213492139585065;2012-01-01 00:00:00;
"ZT6";100;"Roadside";558266;139855;51.1360740481093;0.260780985392274;2013-02-27 00:00:00;
"PL2";652;"Roadside";241815;592160;55.1982692474582;-4.4868667988043;2013-01-01 00:00:00;
"LC3";301;"Roadside";459528;306316;52.6512869936139;-1.12150860683312;1998-10-02 01:00:00;
"LC5";301;"Roadside";463600;309800;52.6821413925854;-1.06065482725065;2000-05-15 01:00:00;2014-03-30 00:00:00
"KT5";21;"Roadside";518562;169519;51.412308;-0.29658478;2018-03-12 00:00:00;
"KT6";21;"Roadside";521251;172166;51.4355006647773;-0.257029893767993;2018-03-12 00:00:00;
"ED1";508;"Industrial";325817;673860;55.9519793861759;-3.18954474918407;2018-03-28 01:00:00;2019-01-07 00:00:00
"ED2";508;"Industrial";325817;673860;55.9519793861759;-3.18954474918407;2018-03-28 01:00:00;2019-01-07 00:00:00
"ED3";508;"Industrial";325817;673860;55.9519793861759;-3.18954474918407;2018-03-28 01:00:00;2019-01-07 00:00:00
"ED4";508;"Industrial";325817;673860;55.9519793861759;-3.18954474918407;2018-03-28 01:00:00;2019-01-07 00:00:00
"ED5";508;"Industrial";325817;673860;55.9519793861759;-3.18954474918407;2018-03-28 01:00:00;2019-01-07 00:00:00
"MS9";500;"Kerbside";528125;182016;51.5225093597419;-0.154622154656843;2017-02-20 00:00:00;2018-10-30 00:00:00
"XN8";500;"Urban Background";100000;100000;50.7219499093979;-6.25202012130081;2018-05-03 01:00:00;2018-10-20 01:00:00
"JB5";506;"Kerbside";0;0;49.7667866669653;-7.55715939721731;2013-12-01 00:00:00;
"WMC";33;"Roadside";528763;181397;51.5168016452062;-0.145657269364411;2018-05-31 13:00:00;
"JB6";506;"Kerbside";0;0;49.7667866669653;-7.55715939721731;2013-12-01 00:00:00;
"JB7";506;"Kerbside";0;0;49.7667866669653;-7.55715939721731;2013-12-01 00:00:00;
"JB8";506;"Kerbside";0;0;49.7667866669653;-7.55715939721731;2013-12-01 00:00:00;
"ED6";500;"Industrial";325817;673860;55.9519793861759;-3.18954474918407;2018-05-17 01:00:00;2018-08-18 01:00:00
"LO1";508;"Industrial";530253;183117;51.5319172815527;-0.123560341079168;2018-03-28 01:00:00;2018-12-19 00:00:00
"LO2";508;"Industrial";530253;183117;51.5319172815527;-0.123560341079168;2018-03-28 01:00:00;2018-12-19 00:00:00
"LO3";508;"Industrial";530253;183117;51.5319172815527;-0.123560341079168;2018-03-28 01:00:00;2018-12-19 00:00:00
"LO4";508;"Industrial";530253;183117;51.5319172815527;-0.123560341079168;2018-03-28 01:00:00;2018-12-19 00:00:00
"GN6";11;"Roadside";539687;179123;51.4937746695818;0.0107796237032558;2018-07-02 01:00:00;
"RG7";40;"Roadside";528804;156436;51.2924706381269;-0.154121454400678;2018-07-17 01:00:00;
"GF3";500;"Urban Background";0;0;49.7667866669653;-7.55715939721731;1996-10-15 01:00:00;
"BC0";652;"Urban Background";411625;290457;52.5118508734699;-1.83013834753121;2008-12-15 23:00:00;
"BE2";500;"Urban Background";146231;529911;54.6004060367713;-5.93056356781934;2001-02-08 00:00:00;
"BI2";500;"Suburban";404927;284168;52.4554135758788;-1.92892242216083;2004-12-01 10:00:00;
"BI3";500;"Suburban";404927;284168;52.4554135758788;-1.92892242216083;2004-11-30 15:00:00;
"BI4";500;"Suburban";404927;284168;52.4554135758788;-1.92892242216083;2004-11-30 15:00:00;
"BI5";500;"Suburban";404927;284168;52.4554135758788;-1.92892242216083;2004-11-30 14:00:00;
"BI6";500;"Suburban";404927;284168;52.4554135758788;-1.92892242216083;2004-11-30 14:00:00;
"BI7";500;"Suburban";406342;286862;52.4796181620645;-1.90804913599036;2004-12-02 10:00:00;
"BI8";500;"Suburban";406342;286862;52.4796181620645;-1.90804913599036;2000-09-26 01:00:00;
"BQ2";3;"Kerbside";552566;175384;51.4568546603968;0.194546362638148;2007-08-14 01:00:00;2010-04-13 01:00:00
"BQ3";3;"Kerbside";552566;175384;51.4568546603968;0.194546362638148;2007-08-14 01:00:00;2010-04-13 01:00:00
"BQ4";3;"Kerbside";552566;175384;51.4568546603968;0.194546362638148;2007-08-14 01:00:00;2010-04-13 01:00:00
"BR1";500;"Suburban";359469;172424;51.4493151665972;-2.58464182068806;2005-08-13 11:00:00;
"BR2";500;"Suburban";359469;172424;51.4493151665972;-2.58464182068806;2005-08-13 11:00:00;
"BR3";500;"Suburban";359469;172424;51.4493151665972;-2.58464182068806;2005-08-15 16:00:00;
"BR4";500;"Suburban";359469;172424;51.4493151665972;-2.58464182068806;2005-08-13 07:00:00;
"BR5";500;"Suburban";359469;172424;51.4493151665972;-2.58464182068806;2005-08-13 06:00:00;
"BR6";500;"Suburban";359469;172424;51.4493151665972;-2.58464182068806;2005-08-13 02:00:00;
"BR7";500;"Suburban";359469;172424;51.4493151665972;-2.58464182068806;2005-08-15 11:00:00;
"BR8";500;"Suburban";359469;172424;51.4493151665972;-2.58464182068806;2005-08-15 11:00:00;
"BT0";500;"Roadside";520866;185169;51.5524446258665;-0.258117055902041;2010-09-08 01:00:00;
"GF4";500;"Urban Background";0;0;49.7667866669653;-7.55715939721731;1996-10-15 01:00:00;
"BY6";500;"Roadside";540630;169140;51.403834810795;0.020390228913718;1999-09-03 07:00:00;2004-01-01 00:00:00
"CA1";205;"Urban Background";528325;135927;51.1082586092159;-0.168312914016901;2001-01-01 00:00:00;2004-09-09 01:00:00
"CD2";500;"Kerbside";526629;184391;51.5441901261774;-0.175320117630478;1997-01-21 11:00:00;2003-07-24 01:00:00
"DX1";500;"Suburban";467430;430475;53.7662338467124;-0.978528634923737;2004-05-28 12:45:00;
"DX2";500;"Suburban";464465;428840;53.7519152979035;-1.02384273103673;2004-06-25 12:00:00;
"EA3";503;"Roadside";0;0;49.7667866669653;-7.55715939721731;1998-09-12 04:00:00;1998-11-25 00:00:00
"EG3";500;"Industrial";520344;181380;51.5185033816562;-0.266936113758027;2006-05-01 01:15:00;2007-05-31 01:00:00
"EG4";500;"Industrial";520406;181392;51.5185980299356;-0.266038883555402;2007-03-19 00:00:00;2007-05-07 00:45:00
"EK1";500;"Suburban";263975;653470;55.7553756927813;-4.1690365030569;2005-08-10 11:00:00;
"EK2";500;"Suburban";263975;653470;55.7553756927813;-4.1690365030569;2005-08-10 11:00:00;
"EK3";500;"Suburban";263975;653470;55.7553756927813;-4.1690365030569;2005-08-04 17:00:00;
"EK4";500;"Suburban";263975;653470;55.7553756927813;-4.1690365030569;2005-08-04 17:00:00;
"EK5";500;"Suburban";263975;653470;55.7553756927813;-4.1690365030569;2005-08-04 17:00:00;
"EK6";500;"Suburban";263975;653470;55.7553756927813;-4.1690365030569;2005-08-04 16:00:00;
"RGX";500;"Suburban";528552;141855;51.1614849525179;-0.162958897054668;2010-08-11 10:00:00;2011-01-07 00:00:00
"RI3";503;"Roadside";0;0;;;1998-08-01 01:15:00;2000-10-04 01:00:00
"RI4";503;"Roadside";0;0;;;1998-08-01 01:15:00;2000-10-04 01:00:00
"RI9";503;"Urban Background";0;0;;;2004-01-01 00:00:00;
"RX1";500;"Urban Background";0;0;;;2004-08-12 22:00:00;
"RX2";500;"Urban Background";0;0;;;2004-08-12 22:00:00;
"RX7";500;"Urban Background";0;0;;;2005-08-15 11:00:00;
"RX8";500;"Urban Background";0;0;;;2005-08-15 11:00:00;
"RGW";500;"Suburban";528204;142330;51.1658319616611;-0.167763764582061;2010-08-11 10:00:00;2011-01-06 09:45:00
"SY1";652;"Roadside";441620;513673;54.5166180004494;-1.35859982855802;2010-01-01 00:00:00;
"TD1";500;"Suburban";515115;170778;51.4243043441456;-0.345714576446947;2004-11-15 15:00:00;
"TD2";500;"Suburban";515115;170778;51.4243043441456;-0.345714576446947;2004-11-15 15:00:00;
"TD3";500;"Suburban";515115;170778;51.4243043441456;-0.345714576446947;2004-11-15 12:00:00;
"TD4";500;"Suburban";515115;170778;51.4243043441456;-0.345714576446947;2004-11-15 12:00:00;
"TD5";27;"Suburban";515120;170884;51.4252560360937;-0.345608290872898;2004-11-15 00:00:00;
"TD6";500;"Suburban";515115;170778;51.4243043441456;-0.345714576446947;2004-11-15 11:00:00;
"TD7";500;"Suburban";515115;170778;51.4243043441456;-0.345714576446947;2004-11-15 15:00:00;
"TD8";500;"Suburban";515115;170778;51.4243043441456;-0.345714576446947;2004-11-15 15:00:00;
"TH0";500;"Roadside";538290;181452;51.5150461674013;-0.00841849265642741;2010-09-08 01:00:00;
"EI2";9;"Roadside";512514;179795;51.5058699783726;-0.380241031512669;2011-04-08 01:00:00;2014-01-06 00:00:00
"TK7";500;"Urban Background";0;0;;;2006-01-01 00:00:00;
"TX0";500;"Suburban";515115;170778;51.4243043441456;-0.345714576446947;2007-06-11 11:00:00;
"TX1";500;"Suburban";515115;170778;51.4243043441456;-0.345714576446947;2003-03-17 12:30:00;
"TX2";500;"Suburban";515115;170778;51.4243043441456;-0.345714576446947;2004-11-15 11:00:00;
"TX3";500;"Suburban";515115;170778;51.4243043441456;-0.345714576446947;2007-06-11 00:00:00;
"TX4";500;"Suburban";515115;170778;51.4243043441456;-0.345714576446947;2007-06-11 00:00:00;
"TX5";500;"Suburban";515115;170778;51.4243043441456;-0.345714576446947;2007-06-11 00:00:00;
"TX6";500;"Suburban";515115;170778;51.4243043441456;-0.345714576446947;2007-06-11 00:00:00;
"TX7";500;"Suburban";515115;170778;51.4243043441456;-0.345714576446947;2004-11-15 15:00:00;
"TX8";500;"Suburban";515115;170778;51.4243043441456;-0.345714576446947;2004-11-15 15:00:00;
"TX9";500;"Suburban";515115;170778;51.4243043441456;-0.345714576446947;2007-06-11 11:00:00;
"XS3";504;"Urban Background";0;0;49.7667866669653;-7.55715939721731;2011-03-04 12:00:00;2011-06-22 01:00:00
"XT1";500;"Urban Background";529221;181920;51.5213971850178;-0.138868707289094;2011-03-01 00:00:00;2013-02-12 00:00:00
"HS4";18;"Roadside";521083;178501;51.492507;-0.257252;1999-08-26 12:45:00;2012-04-01 01:00:00
"KSJ";500;"Urban Background";530829;180852;51.5114297353077;-0.11610128291258;2008-10-01 01:00:00;
"CP2";43;"Roadside";580770;187042;51.5532732312085;0.606051296833252;2011-06-14 01:00:00;2020-03-24 00:00:00
"SH5";179;"Roadside";443751;111121;50.8978927502029;-1.37924696681996;2011-07-08 01:00:00;2020-04-01 01:00:00
"SU9";200;"Roadside";528420;138074;51.1275333315135;-0.166192795182855;2011-07-08 01:00:00;2011-07-08 01:00:00
"NK7";500;"Urban Background";524045;181752;51.5210467476039;-0.213492139585065;2008-10-01 01:00:00;2013-01-17 00:00:00
"RO2";233;"Urban Background";579577;192277;51.6006753045779;0.591536676878398;2011-06-01 01:00:00;
"GL0";652;"Suburban";258902;665028;55.8576905465929;-4.2557986148307;2005-05-28 01:00:00;
"MOA";500;"Rural";224100;252100;52.1390872644876;-4.57177871599699;1989-01-01 00:00:00;1999-12-31 23:00:00
"MOB";500;"Rural";314500;380900;53.3180657499063;-3.28492755089022;1989-01-01 00:00:00;1999-12-31 23:00:00
"MOC";500;"Rural";425300;614100;55.4201253024111;-1.60186838662897;1989-01-01 00:00:00;1999-12-31 23:00:00
"MOD";500;"Rural";162700;40600;50.2176783397387;-5.32777566404056;1989-01-01 00:00:00;1999-12-31 23:00:00
"MOE";500;"Rural";387600;812600;57.2039657591737;-2.20687911975589;1989-01-01 00:00:00;1999-12-31 23:00:00
"MOF";500;"Rural";323400;602600;55.3114592947349;-3.20837324823218;1989-01-01 00:00:00;1999-12-31 23:00:00
"MOG";500;"Rural";563000;112700;50.8907651297311;0.316196816808748;1989-01-01 00:00:00;1999-12-31 23:00:00
"MOH";500;"Rural";306700;862800;57.6453811462487;-3.56471110728983;1989-01-01 00:00:00;1999-12-31 23:00:00
"MOI";500;"Rural";430400;489100;54.2965820511692;-1.53441644773632;1989-01-01 00:00:00;1999-12-31 23:00:00
"MOJ";500;"Rural";445300;1139600;60.1383698365214;-1.1862536900043;1989-01-01 00:00:00;1999-12-31 23:00:00
"MOK";500;"Rural";346800;720800;56.3764461901073;-2.86298025827185;1989-01-01 00:00:00;1999-12-31 23:00:00
"IM1";6;"Kerbside";530528;181505;51.5173675146177;-0.1201947113171;2014-02-06 00:00:00;
"JC1";506;"Kerbside";528125;182016;51.5225093597419;-0.154622154656843;2012-07-01 01:00:00;
"JC2";506;"Kerbside";528125;182016;51.5225093597419;-0.154622154656843;2012-07-01 01:00:00;
"SK6";28;"Urban Background";531893;178846;51.4931557048667;-0.101527038274853;2013-01-23 00:00:00;
"LC4";301;"Roadside";459221;305036;52.6398150895153;-1.12627528850596;2001-05-15 01:00:00;
"LC8";301;"Urban Background";463600;309800;52.6821413925854;-1.06065482725065;2013-08-20 01:00:00;2013-10-09 01:00:00
"XH6";500;"Rural";446772;186020;51.5710906509547;-1.32653578717581;2011-01-01 00:00:00;
"ME3";500;"Industrial";523722;166503;51.3840722195953;-0.223473150102651;2013-11-04 00:00:00;2013-10-30 00:00:00
"RG6";40;"Suburban";528591;141831;51.1612605001364;-0.162410036780488;2016-09-20 09:00:00;
